transform_type,heads_selection,high_key_max_value,high_value_max_value,low_key_max_value,low_value_max_value,axis_key,axis_value,cr
none,0.2,16,6,8,4,"(2,)","(1, 3)",6.4917
none,0.2,16,6,6,6,"(2,)","(1, 3)",6.4488
none,0.2,16,6,6,4,"(2,)","(1, 3)",6.6076
none,0.2,16,6,4,6,"(2,)","(1, 3)",6.5992
none,0.2,16,6,4,4,"(2,)","(1, 3)",6.7656
none,0.2,12,16,8,8,"(2,)","(1, 3)",5.3636
none,0.2,12,16,8,6,"(2,)","(1, 3)",5.443
none,0.2,12,16,8,4,"(2,)","(1, 3)",5.5557
none,0.2,12,16,6,8,"(2,)","(1, 3)",5.4425
none,0.2,12,16,6,6,"(2,)","(1, 3)",5.5242
none,0.2,12,16,6,4,"(2,)","(1, 3)",5.6404
none,0.2,12,16,4,8,"(2,)","(1, 3)",5.5493
none,0.2,12,16,4,6,"(2,)","(1, 3)",5.6342
none,0.2,12,16,4,4,"(2,)","(1, 3)",5.7551
none,0.2,12,12,8,8,"(2,)","(1, 3)",5.6951
none,0.2,12,12,8,6,"(2,)","(1, 3)",5.7846
none,0.2,12,12,8,4,"(2,)","(1, 3)",5.9121
none,0.2,12,12,6,8,"(2,)","(1, 3)",5.7841
none,0.2,12,12,6,6,"(2,)","(1, 3)",5.8764
none,0.2,12,12,6,4,"(2,)","(1, 3)",6.008
none,0.2,12,12,4,8,"(2,)","(1, 3)",5.9048
none,0.2,12,12,4,6,"(2,)","(1, 3)",6.0011
none,0.2,12,12,4,4,"(2,)","(1, 3)",6.1384
none,0.2,12,10,8,8,"(2,)","(1, 3)",5.9282
none,0.2,12,10,8,6,"(2,)","(1, 3)",6.0253
none,0.2,12,10,8,4,"(2,)","(1, 3)",6.1637
none,0.2,12,10,6,8,"(2,)","(1, 3)",6.0247
none,0.2,12,10,6,6,"(2,)","(1, 3)",6.125
none,0.2,12,10,6,4,"(2,)","(1, 3)",6.2681
none,0.2,12,10,4,8,"(2,)","(1, 3)",6.1558
none,0.2,12,10,4,6,"(2,)","(1, 3)",6.2605
none,0.2,12,10,4,4,"(2,)","(1, 3)",6.4101
none,0.2,12,8,8,8,"(2,)","(1, 3)",6.2432
none,0.2,12,8,8,6,"(2,)","(1, 3)",6.351
none,0.2,12,8,8,4,"(2,)","(1, 3)",6.5049
none,0.2,12,8,6,8,"(2,)","(1, 3)",6.3503
none,0.2,12,8,6,6,"(2,)","(1, 3)",6.4618
none,0.2,12,8,6,4,"(2,)","(1, 3)",6.6213
none,0.2,12,8,4,8,"(2,)","(1, 3)",6.4962
none,0.2,12,8,4,6,"(2,)","(1, 3)",6.6129
none,0.2,12,8,4,4,"(2,)","(1, 3)",6.78
none,0.2,12,6,8,6,"(2,)","(1, 3)",6.8125
none,0.2,12,6,8,4,"(2,)","(1, 3)",6.99
none,0.2,12,6,6,6,"(2,)","(1, 3)",6.9403
none,0.2,12,6,6,4,"(2,)","(1, 3)",7.1246
none,0.2,12,6,4,6,"(2,)","(1, 3)",7.1148
none,0.2,12,6,4,4,"(2,)","(1, 3)",7.3086
none,0.2,10,16,8,8,"(2,)","(1, 3)",5.5726
none,0.2,10,16,8,6,"(2,)","(1, 3)",5.6583
none,0.2,10,16,8,4,"(2,)","(1, 3)",5.7802
none,0.2,10,16,6,8,"(2,)","(1, 3)",5.6578
none,0.2,10,16,6,6,"(2,)","(1, 3)",5.7461
none,0.2,10,16,6,4,"(2,)","(1, 3)",5.8719
none,0.2,10,16,4,8,"(2,)","(1, 3)",5.7732
none,0.2,10,16,4,6,"(2,)","(1, 3)",5.8653
none,0.2,10,16,4,4,"(2,)","(1, 3)",5.9963
none,0.2,10,12,8,8,"(2,)","(1, 3)",5.9312
none,0.2,10,12,8,6,"(2,)","(1, 3)",6.0284
none,0.2,10,12,8,4,"(2,)","(1, 3)",6.1669
none,0.2,10,12,6,8,"(2,)","(1, 3)",6.0278
none,0.2,10,12,6,6,"(2,)","(1, 3)",6.1282
none,0.2,10,12,6,4,"(2,)","(1, 3)",6.2714
none,0.2,10,12,4,8,"(2,)","(1, 3)",6.159
none,0.2,10,12,4,6,"(2,)","(1, 3)",6.2639
none,0.2,10,12,4,4,"(2,)","(1, 3)",6.4136
none,0.2,10,10,8,8,"(2,)","(1, 3)",6.1845
none,0.2,10,10,8,6,"(2,)","(1, 3)",6.2902
none,0.2,10,10,8,4,"(2,)","(1, 3)",6.4412
none,0.2,10,10,6,8,"(2,)","(1, 3)",6.2896
none,0.2,10,10,6,6,"(2,)","(1, 3)",6.399
none,0.2,10,10,6,4,"(2,)","(1, 3)",6.5553
none,0.2,10,10,4,8,"(2,)","(1, 3)",6.4326
none,0.2,10,10,4,6,"(2,)","(1, 3)",6.547
none,0.2,10,10,4,4,"(2,)","(1, 3)",6.7108
none,0.2,10,8,8,8,"(2,)","(1, 3)",6.5281
none,0.2,10,8,8,6,"(2,)","(1, 3)",6.646
none,0.2,10,8,8,4,"(2,)","(1, 3)",6.8148
none,0.2,10,8,6,8,"(2,)","(1, 3)",6.6453
none,0.2,10,8,6,6,"(2,)","(1, 3)",6.7676
none,0.2,10,8,6,4,"(2,)","(1, 3)",6.9427
none,0.2,10,8,4,8,"(2,)","(1, 3)",6.8052
none,0.2,10,8,4,6,"(2,)","(1, 3)",6.9334
none,0.2,10,8,4,4,"(2,)","(1, 3)",7.1173
none,0.2,10,6,8,6,"(2,)","(1, 3)",7.1532
none,0.2,10,6,8,4,"(2,)","(1, 3)",7.3491
none,0.2,10,6,6,6,"(2,)","(1, 3)",7.2942
none,0.2,10,6,6,4,"(2,)","(1, 3)",7.498
none,0.2,10,6,4,6,"(2,)","(1, 3)",7.4872
none,0.2,10,6,4,4,"(2,)","(1, 3)",7.7021
none,0.2,8,16,8,8,"(2,)","(1, 3)",5.8541
none,0.2,8,16,8,6,"(2,)","(1, 3)",5.9487
none,0.2,8,16,8,4,"(2,)","(1, 3)",6.0836
none,0.2,8,16,6,8,"(2,)","(1, 3)",5.9481
none,0.2,8,16,6,6,"(2,)","(1, 3)",6.0459
none,0.2,8,16,6,4,"(2,)","(1, 3)",6.1852
none,0.2,8,16,4,8,"(2,)","(1, 3)",6.0759
none,0.2,8,16,4,6,"(2,)","(1, 3)",6.1779
none,0.2,8,16,4,4,"(2,)","(1, 3)",6.3235
none,0.2,8,12,8,8,"(2,)","(1, 3)",6.2511
none,0.2,8,12,8,6,"(2,)","(1, 3)",6.3591
none,0.2,8,12,8,4,"(2,)","(1, 3)",6.5135
none,0.2,8,12,6,8,"(2,)","(1, 3)",6.3585
none,0.2,8,12,6,6,"(2,)","(1, 3)",6.4703
none,0.2,8,12,6,4,"(2,)","(1, 3)",6.6302
none,0.2,8,12,4,8,"(2,)","(1, 3)",6.5047
none,0.2,8,12,4,6,"(2,)","(1, 3)",6.6217
none,0.2,8,12,4,4,"(2,)","(1, 3)",6.7893
none,0.2,8,10,8,8,"(2,)","(1, 3)",6.5331
none,0.2,8,10,8,6,"(2,)","(1, 3)",6.6512
none,0.2,8,10,8,4,"(2,)","(1, 3)",6.8202
none,0.2,8,10,6,8,"(2,)","(1, 3)",6.6505
none,0.2,8,10,6,6,"(2,)","(1, 3)",6.7729
none,0.2,8,10,6,4,"(2,)","(1, 3)",6.9483
none,0.2,8,10,4,8,"(2,)","(1, 3)",6.8106
none,0.2,8,10,4,6,"(2,)","(1, 3)",6.939
none,0.2,8,10,4,4,"(2,)","(1, 3)",7.1232
none,0.2,8,8,8,8,"(2,)","(1, 3)",6.9178
none,0.2,8,8,8,6,"(2,)","(1, 3)",7.0503
none,0.2,8,8,8,4,"(2,)","(1, 3)",7.2406
none,0.2,8,8,6,8,"(2,)","(1, 3)",7.0495
none,0.2,8,8,6,6,"(2,)","(1, 3)",7.1872
none,0.2,8,8,6,4,"(2,)","(1, 3)",7.385
none,0.2,8,8,4,8,"(2,)","(1, 3)",7.2297
none,0.2,8,8,4,6,"(2,)","(1, 3)",7.3746
none,0.2,8,8,4,4,"(2,)","(1, 3)",7.583
none,0.2,8,6,8,6,"(2,)","(1, 3)",7.6237
none,0.2,8,6,8,4,"(2,)","(1, 3)",7.8467
none,0.2,8,6,6,6,"(2,)","(1, 3)",7.784
none,0.2,8,6,6,4,"(2,)","(1, 3)",8.0166
none,0.2,8,6,4,6,"(2,)","(1, 3)",8.0043
none,0.2,8,6,4,4,"(2,)","(1, 3)",8.2504
none,0.2,6,16,6,8,"(2,)","(1, 3)",6.3658
none,0.2,6,16,6,6,"(2,)","(1, 3)",6.4778
none,0.2,6,16,6,4,"(2,)","(1, 3)",6.6381
none,0.2,6,16,4,8,"(2,)","(1, 3)",6.5123
none,0.2,6,16,4,6,"(2,)","(1, 3)",6.6296
none,0.2,6,16,4,4,"(2,)","(1, 3)",6.7976
none,0.2,6,12,6,8,"(2,)","(1, 3)",6.838
none,0.2,6,12,6,6,"(2,)","(1, 3)",6.9675
none,0.2,6,12,6,4,"(2,)","(1, 3)",7.1533
none,0.2,6,12,4,8,"(2,)","(1, 3)",7.0074
none,0.2,6,12,4,6,"(2,)","(1, 3)",7.1434
none,0.2,6,12,4,4,"(2,)","(1, 3)",7.3388
none,0.2,6,10,6,8,"(2,)","(1, 3)",7.1769
none,0.2,6,10,6,6,"(2,)","(1, 3)",7.3197
none,0.2,6,10,6,4,"(2,)","(1, 3)",7.525
none,0.2,6,10,4,8,"(2,)","(1, 3)",7.3637
none,0.2,6,10,4,6,"(2,)","(1, 3)",7.5141
none,0.2,6,10,4,4,"(2,)","(1, 3)",7.7306
none,0.2,6,8,6,8,"(2,)","(1, 3)",7.6439
none,0.2,6,8,6,6,"(2,)","(1, 3)",7.806
none,0.2,6,8,6,4,"(2,)","(1, 3)",8.0399
none,0.2,6,8,4,8,"(2,)","(1, 3)",7.8561
none,0.2,6,8,4,6,"(2,)","(1, 3)",8.0275
none,0.2,6,8,4,4,"(2,)","(1, 3)",8.2751
none,0.2,6,6,6,6,"(2,)","(1, 3)",8.5151
none,0.2,6,6,6,4,"(2,)","(1, 3)",8.7942
none,0.2,6,6,4,6,"(2,)","(1, 3)",8.7793
none,0.2,6,6,4,4,"(2,)","(1, 3)",9.0763
none,0.3,16,16,8,8,"(2,)","(1, 3)",5.2149
none,0.3,16,16,8,6,"(2,)","(1, 3)",5.3308
none,0.3,16,16,8,4,"(2,)","(1, 3)",5.4959
none,0.3,16,16,6,8,"(2,)","(1, 3)",5.3311
none,0.3,16,16,6,6,"(2,)","(1, 3)",5.4522
none,0.3,16,16,6,4,"(2,)","(1, 3)",5.6252
none,0.3,16,16,4,8,"(2,)","(1, 3)",5.4916
none,0.3,16,16,4,6,"(2,)","(1, 3)",5.6203
none,0.3,16,16,4,4,"(2,)","(1, 3)",5.8042
none,0.3,16,12,8,8,"(2,)","(1, 3)",5.484
none,0.3,16,12,8,6,"(2,)","(1, 3)",5.6123
none,0.3,16,12,8,4,"(2,)","(1, 3)",5.7957
none,0.3,16,12,6,8,"(2,)","(1, 3)",5.6126
none,0.3,16,12,6,6,"(2,)","(1, 3)",5.7471
none,0.3,16,12,6,4,"(2,)","(1, 3)",5.9395
none,0.3,16,12,4,8,"(2,)","(1, 3)",5.7908
none,0.3,16,12,4,6,"(2,)","(1, 3)",5.9341
none,0.3,16,12,4,4,"(2,)","(1, 3)",6.1395
none,0.3,16,10,8,8,"(2,)","(1, 3)",5.6702
none,0.3,16,10,8,6,"(2,)","(1, 3)",5.8075
none,0.3,16,10,8,4,"(2,)","(1, 3)",6.0041
none,0.3,16,10,6,8,"(2,)","(1, 3)",5.8079
none,0.3,16,10,6,6,"(2,)","(1, 3)",5.952
none,0.3,16,10,6,4,"(2,)","(1, 3)",6.1587
none,0.3,16,10,4,8,"(2,)","(1, 3)",5.9989
none,0.3,16,10,4,6,"(2,)","(1, 3)",6.1528
none,0.3,16,10,4,4,"(2,)","(1, 3)",6.3739
none,0.3,16,8,8,8,"(2,)","(1, 3)",5.9189
none,0.3,16,8,8,6,"(2,)","(1, 3)",6.0686
none,0.3,16,8,8,4,"(2,)","(1, 3)",6.2836
none,0.3,16,8,6,8,"(2,)","(1, 3)",6.069
none,0.3,16,8,6,6,"(2,)","(1, 3)",6.2265
none,0.3,16,8,6,4,"(2,)","(1, 3)",6.4531
none,0.3,16,8,4,8,"(2,)","(1, 3)",6.2779
none,0.3,16,8,4,6,"(2,)","(1, 3)",6.4466
none,0.3,16,8,4,4,"(2,)","(1, 3)",6.6898
none,0.3,16,6,8,6,"(2,)","(1, 3)",6.4305
none,0.3,16,6,8,4,"(2,)","(1, 3)",6.6724
none,0.3,16,6,6,6,"(2,)","(1, 3)",6.6081
